fact_id,product_id,time_id,price,original_price,discount_percentage,availability,stock_level,rating,review_count,sales_velocity,is_trending
29184,338,24,75.41,75.41,0.0,In Stock,196,4.16,513,31.41,False
29185,338,25,71.65,71.65,0.0,In Stock,170,4.25,7393,23.8,False
29186,338,26,78.04,78.04,0.0,In Stock,329,3.7,4831,135.18,False
29187,338,27,50.4,74.78,32.61,In Stock,388,3.86,7887,31.21,True
29188,338,28,80.65,80.65,0.0,In Stock,21,4.17,5958,123.6,False
29189,338,29,75.08,75.08,0.0,Pre-Order,0,4.15,1151,36.52,False
29190,338,30,68.02,68.02,0.0,In Stock,463,3.72,1784,101.2,False
29191,338,31,72.31,72.31,0.0,In Stock,379,3.97,3983,10.44,False
29192,338,32,74.03,74.03,0.0,In Stock,110,3.97,1761,36.85,False
29193,338,33,67.0,67.0,0.0,In Stock,353,4.21,4350,71.26,False
29194,338,34,70.79,70.79,0.0,In Stock,380,3.81,2677,118.19,False
29195,338,35,71.05,71.05,0.0,In Stock,458,3.88,6908,102.19,False
29196,338,36,62.23,62.23,0.0,In Stock,424,4.28,3553,77.23,False
29197,338,37,62.19,62.19,0.0,In Stock,128,3.89,6117,70.74,False
29198,338,38,43.65,77.18,43.44,In Stock,56,3.7,3611,120.14,True
29199,338,39,74.78,74.78,0.0,Low Stock,6,4.09,540,100.89,False
29200,338,40,68.75,68.75,0.0,Low Stock,2,4.1,4494,147.27,False
29201,338,41,48.64,77.89,37.55,In Stock,381,3.98,6889,55.86,True
29202,338,42,68.28,68.28,0.0,In Stock,336,3.68,148,17.21,False
29203,338,43,68.32,68.32,0.0,In Stock,198,4.27,3484,145.64,False
29204,338,44,73.01,73.01,0.0,In Stock,377,3.61,1517,131.56,False
29205,338,45,67.81,67.81,0.0,In Stock,499,3.67,4974,139.51,False
29206,338,46,66.07,66.07,0.0,In Stock,73,4.26,7505,127.41,False
29207,338,47,57.68,77.21,25.3,In Stock,317,4.17,1457,114.52,True
29208,338,48,66.32,66.32,0.0,In Stock,163,3.77,6475,66.73,False
29209,338,49,64.5,80.66,20.03,In Stock,476,3.69,168,38.03,True
29210,338,50,52.59,65.02,19.11,Low Stock,8,3.61,7740,38.59,False
29211,338,51,62.84,62.84,0.0,In Stock,178,3.94,4573,125.94,False
29212,338,52,79.69,79.69,0.0,In Stock,92,4.28,7385,122.79,False
29213,338,53,71.7,71.7,0.0,Low Stock,3,4.3,4240,19.59,False
29214,338,54,70.03,70.03,0.0,In Stock,102,4.23,1952,69.77,False
29215,338,55,79.49,79.49,0.0,In Stock,497,3.78,5777,70.02,False
29216,338,56,75.76,75.76,0.0,In Stock,279,4.27,392,55.04,False
29217,338,57,66.39,66.39,0.0,In Stock,77,3.61,1994,76.11,False
29218,338,58,70.96,70.96,0.0,Low Stock,8,3.7,7746,51.67,False
29219,338,59,73.66,73.66,0.0,Pre-Order,16,4.04,776,111.75,False
29220,338,60,46.76,81.46,42.6,In Stock,87,4.02,1291,93.1,True
29221,338,61,75.6,75.6,0.0,Low Stock,10,3.82,6243,81.83,False
29222,338,62,69.21,69.21,0.0,In Stock,498,3.68,977,52.27,False
29223,338,63,70.98,70.98,0.0,In Stock,49,3.9,3005,78.74,False
29224,338,64,64.55,64.55,0.0,Low Stock,13,3.9,3637,60.14,False
29225,338,65,33.42,58.82,43.18,Low Stock,3,4.06,3141,74.51,True
29226,338,66,72.45,72.45,0.0,In Stock,134,4.03,118,101.55,False
29227,338,67,69.02,69.02,0.0,In Stock,130,3.7,7460,24.47,False
29228,338,68,67.8,67.8,0.0,In Stock,177,4.09,4237,83.8,False
29229,338,69,65.98,65.98,0.0,Out of Stock,3,3.98,1036,48.07,False
29230,338,70,67.08,67.08,0.0,Low Stock,10,4.06,6852,50.07,False
29231,338,71,70.6,70.6,0.0,In Stock,55,4.11,7181,109.52,False
29232,338,72,70.99,70.99,0.0,In Stock,255,3.72,1929,148.21,False
29233,338,73,62.93,62.93,0.0,In Stock,456,4.11,1694,19.97,False
29234,338,74,64.12,64.12,0.0,In Stock,233,4.1,4165,6.15,False
29235,338,75,67.75,67.75,0.0,In Stock,140,3.7,7972,112.85,False
29236,338,76,51.3,72.8,29.54,In Stock,354,4.17,52,13.21,True
29237,338,77,76.97,76.97,0.0,In Stock,117,3.77,4903,35.16,False
29238,338,78,45.53,59.88,23.97,In Stock,117,3.91,4831,134.7,True
29239,338,79,63.96,63.96,0.0,In Stock,236,4.28,6323,139.5,False
29240,338,80,71.47,71.47,0.0,Low Stock,4,3.85,4724,148.1,False
29241,338,81,44.14,67.56,34.67,In Stock,356,4.3,1805,141.52,True
29242,338,82,74.92,74.92,0.0,In Stock,77,3.7,917,112.97,False
29243,338,83,68.8,68.8,0.0,In Stock,356,3.93,1657,127.49,False
29244,338,84,67.62,67.62,0.0,In Stock,238,3.76,7018,99.61,False
29245,338,85,60.23,60.23,0.0,In Stock,48,3.62,2261,84.51,False
29246,338,86,46.58,66.84,30.32,In Stock,424,3.8,6910,111.8,True
29247,338,87,71.16,71.16,0.0,In Stock,39,4.09,2173,53.71,False
29248,338,88,70.67,70.67,0.0,In Stock,61,4.2,3968,88.9,False
29249,338,89,47.13,68.05,30.74,In Stock,417,4.05,3303,49.16,True
29250,338,90,72.71,72.71,0.0,Out of Stock,13,4.15,3744,22.43,False
29251,339,1,59.76,59.76,0.0,Low Stock,5,3.76,3646,132.44,False
29252,339,2,54.38,54.38,0.0,In Stock,375,3.63,2072,57.76,False
29253,339,3,57.96,57.96,0.0,In Stock,114,3.9,3532,77.46,False
29254,339,4,68.19,68.19,0.0,In Stock,226,4.2,3252,61.41,False
29255,339,5,58.95,58.95,0.0,In Stock,261,3.65,3504,147.31,False
29256,339,6,60.28,60.28,0.0,In Stock,289,4.25,1667,55.94,False
29257,339,7,65.24,65.24,0.0,In Stock,81,3.7,6227,83.95,False
29258,339,8,57.87,57.87,0.0,In Stock,319,4.0,922,135.09,False
29259,339,9,63.79,63.79,0.0,In Stock,312,3.72,3902,145.5,False
29260,339,10,50.25,64.19,21.71,Low Stock,0,4.22,6421,62.59,True
29261,339,11,60.94,60.94,0.0,In Stock,76,3.95,3548,115.6,False
29262,339,12,63.14,63.14,0.0,In Stock,12,3.98,7861,90.94,False
29263,339,13,69.09,69.09,0.0,Low Stock,4,4.12,2198,148.36,False
29264,339,14,60.64,60.64,0.0,In Stock,227,3.86,4344,71.57,False
29265,339,15,62.34,62.34,0.0,Low Stock,8,4.26,7816,80.67,False
29266,339,16,63.96,63.96,0.0,In Stock,424,3.82,3836,23.66,False
29267,339,17,65.83,65.83,0.0,In Stock,404,3.97,2548,128.22,False
29268,339,18,64.46,64.46,0.0,In Stock,242,4.13,7324,44.32,False
29269,339,19,61.21,61.21,0.0,Low Stock,11,4.07,445,41.47,False
29270,339,20,60.3,60.3,0.0,In Stock,424,3.64,2767,54.34,False
29271,339,21,61.0,61.0,0.0,In Stock,278,3.77,7666,29.77,False
29272,339,22,56.52,56.52,0.0,In Stock,97,3.92,6228,137.19,False
29273,339,23,54.88,54.88,0.0,In Stock,360,4.07,4331,144.56,False
29274,339,24,59.71,59.71,0.0,Low Stock,10,3.94,1040,140.34,False
29275,339,25,65.29,65.29,0.0,In Stock,379,4.22,5691,97.12,False
29276,339,26,63.62,63.62,0.0,In Stock,481,3.94,2302,148.1,False
29277,339,27,46.52,62.72,25.83,In Stock,111,4.02,581,148.57,True
29278,339,28,61.26,61.26,0.0,Low Stock,13,3.94,4096,32.42,False
29279,339,29,61.73,61.73,0.0,In Stock,393,3.86,7436,105.89,False
29280,339,30,33.0,55.64,40.69,In Stock,195,3.67,4136,82.46,True
29281,339,31,58.31,58.31,0.0,In Stock,346,4.04,1476,122.44,False
29282,339,32,62.46,62.46,0.0,In Stock,470,4.28,5782,125.98,False
29283,339,33,54.92,54.92,0.0,Low Stock,19,3.91,1129,27.24,False
29284,339,34,41.55,62.36,33.38,In Stock,316,4.16,6370,60.06,True
29285,339,35,60.01,60.01,0.0,In Stock,414,4.16,265,143.0,False
29286,339,36,55.86,55.86,0.0,In Stock,378,3.65,4532,92.75,False
29287,339,37,40.83,51.55,20.81,In Stock,444,4.26,6454,83.54,True
29288,339,38,63.48,63.48,0.0,In Stock,59,3.73,3099,120.05,False
29289,339,39,60.8,60.8,0.0,In Stock,199,4.08,6409,93.16,False
29290,339,40,43.52,58.71,25.87,Low Stock,8,3.61,3527,74.92,True
29291,339,41,54.93,54.93,0.0,Low Stock,18,4.06,1432,137.51,False
29292,339,42,66.78,66.78,0.0,Low Stock,3,3.66,7465,121.0,False
29293,339,43,54.5,54.5,0.0,In Stock,83,3.86,6676,29.11,False
29294,339,44,61.86,61.86,0.0,In Stock,24,4.21,52,49.13,False
29295,339,45,58.76,58.76,0.0,In Stock,305,4.2,3766,78.76,False
29296,339,46,63.83,63.83,0.0,Low Stock,6,3.79,205,74.14,False
29297,339,47,66.06,66.06,0.0,In Stock,60,4.29,4424,131.8,False
29298,339,48,50.44,65.64,23.15,In Stock,299,4.07,6956,106.56,True
29299,339,49,63.01,63.01,0.0,Low Stock,13,3.84,4906,33.27,False
29300,339,50,59.6,59.6,0.0,In Stock,42,3.63,2539,91.91,False
29301,339,51,55.26,55.26,0.0,In Stock,67,4.19,6441,91.3,False
29302,339,52,67.13,67.13,0.0,Low Stock,17,4.07,6476,67.35,False
29303,339,53,56.83,56.83,0.0,Pre-Order,14,3.89,2102,44.37,False
29304,339,54,61.04,61.04,0.0,In Stock,182,3.99,3258,103.28,False
29305,339,55,67.07,67.07,0.0,In Stock,340,3.98,769,66.34,False
29306,339,56,65.95,65.95,0.0,In Stock,118,3.79,3983,73.05,False
29307,339,57,63.15,63.15,0.0,In Stock,246,4.15,1913,35.24,False
29308,339,58,54.32,54.32,0.0,In Stock,489,4.11,628,44.71,False
29309,339,59,60.66,60.66,0.0,In Stock,146,3.85,5987,145.9,False
29310,339,60,39.52,63.45,37.71,Low Stock,18,4.29,6233,146.42,True
29311,339,61,61.18,61.18,0.0,In Stock,43,3.68,2645,12.91,False
29312,339,62,58.89,58.89,0.0,Low Stock,9,4.26,5328,129.51,False
29313,339,63,68.22,68.22,0.0,Pre-Order,2,3.64,1436,131.99,False
29314,339,64,58.53,58.53,0.0,Out of Stock,13,3.69,5701,140.2,False
29315,339,65,58.04,58.04,0.0,In Stock,215,4.02,7172,51.97,False
29316,339,66,62.68,62.68,0.0,In Stock,445,4.25,7037,70.48,False
29317,339,67,59.68,59.68,0.0,In Stock,133,4.25,4021,114.94,False
29318,339,68,58.53,58.53,0.0,In Stock,407,3.89,7818,109.22,False
29319,339,69,60.68,60.68,0.0,In Stock,66,3.99,2556,109.41,False
29320,339,70,56.07,56.07,0.0,In Stock,472,3.75,956,56.73,False
29321,339,71,53.65,53.65,0.0,Out of Stock,15,4.23,6532,148.76,False
29322,339,72,52.76,52.76,0.0,Low Stock,7,4.05,3644,78.71,False
29323,339,73,58.7,58.7,0.0,Low Stock,0,4.12,2795,127.12,False
29324,339,74,61.08,61.08,0.0,In Stock,164,4.14,2358,16.13,False
29325,339,75,59.09,59.09,0.0,Pre-Order,15,4.16,3644,18.04,False
29326,339,76,63.95,63.95,0.0,In Stock,196,3.97,1355,89.62,False
29327,339,77,55.7,55.7,0.0,Low Stock,4,4.26,6903,95.79,False
29328,339,78,49.76,49.76,0.0,In Stock,14,3.96,1143,28.49,False
29329,339,79,54.04,54.04,0.0,Low Stock,19,4.14,4211,27.46,False
29330,339,80,63.22,63.22,0.0,Out of Stock,15,4.08,279,129.88,False
29331,339,81,55.49,55.49,0.0,In Stock,254,3.72,1478,21.68,False
29332,339,82,43.16,57.71,25.2,In Stock,220,3.72,71,42.69,True
29333,339,83,62.23,62.23,0.0,In Stock,279,4.14,5208,117.88,False
29334,339,84,56.09,56.09,0.0,In Stock,153,4.06,6141,66.78,False
29335,339,85,56.01,56.01,0.0,In Stock,365,3.97,206,27.85,False
29336,339,86,57.65,57.65,0.0,Out of Stock,4,3.73,4651,104.07,False
29337,339,87,41.3,61.55,32.9,Low Stock,12,3.91,4814,141.94,True
29338,339,88,53.73,53.73,0.0,In Stock,469,3.85,6151,38.62,False
29339,339,89,55.05,55.05,0.0,Pre-Order,17,3.61,3939,108.21,False
29340,339,90,61.69,61.69,0.0,Pre-Order,4,4.09,7317,130.42,False
29341,340,1,59.89,59.89,0.0,Out of Stock,3,4.14,3576,8.84,False
29342,340,2,64.58,64.58,0.0,In Stock,10,3.97,5207,126.28,False
29343,340,3,51.32,63.42,19.07,In Stock,256,4.01,1470,147.65,False
29344,340,4,70.55,70.55,0.0,Out of Stock,17,3.92,2218,113.34,False
29345,340,5,71.32,71.32,0.0,Out of Stock,3,3.78,4360,60.69,False
29346,340,6,59.42,59.42,0.0,In Stock,329,4.18,4556,53.29,False
29347,340,7,69.29,69.29,0.0,In Stock,187,3.94,6482,118.01,False
29348,340,8,60.24,60.24,0.0,In Stock,263,4.19,113,35.86,False
29349,340,9,58.44,58.44,0.0,In Stock,65,3.91,6641,36.92,False
29350,340,10,70.29,70.29,0.0,In Stock,381,4.07,6141,140.98,False
29351,340,11,60.96,60.96,0.0,In Stock,228,4.17,2514,126.0,False
29352,340,12,70.54,70.54,0.0,Low Stock,15,3.91,6896,95.6,False
29353,340,13,68.81,68.81,0.0,In Stock,435,4.17,7582,98.88,False
29354,340,14,44.19,69.48,36.39,In Stock,195,3.81,7647,28.16,True
29355,340,15,51.8,64.84,20.11,In Stock,246,3.76,6452,63.82,True
29356,340,16,56.58,56.58,0.0,In Stock,166,4.21,4429,80.91,False
29357,340,17,45.14,65.24,30.81,In Stock,429,4.11,2219,68.91,True
29358,340,18,72.55,72.55,0.0,In Stock,104,3.67,2041,71.13,False
29359,340,19,61.08,61.08,0.0,In Stock,335,3.86,7727,78.36,False
29360,340,20,71.54,71.54,0.0,In Stock,163,4.2,6976,121.02,False
29361,340,21,69.91,69.91,0.0,In Stock,248,4.0,1654,125.58,False
29362,340,22,58.33,58.33,0.0,Low Stock,4,4.14,1993,111.02,False
29363,340,23,63.52,63.52,0.0,In Stock,286,4.01,7012,117.07,False
29364,340,24,68.06,68.06,0.0,Out of Stock,2,3.73,1540,125.14,False
29365,340,25,73.75,73.75,0.0,In Stock,141,3.85,2887,56.53,False
29366,340,26,63.72,63.72,0.0,In Stock,239,4.24,2729,8.62,False
29367,340,27,73.07,73.07,0.0,In Stock,171,4.29,6303,33.77,False
29368,340,28,68.79,68.79,0.0,In Stock,247,3.7,4293,41.13,False
29369,340,29,57.04,57.04,0.0,In Stock,84,3.96,3047,138.97,False
29370,340,30,65.3,65.3,0.0,In Stock,395,4.13,4422,72.03,False
29371,340,31,62.37,62.37,0.0,In Stock,336,4.08,910,113.75,False
29372,340,32,60.98,60.98,0.0,In Stock,264,4.25,7038,69.04,False
29373,340,33,62.36,62.36,0.0,In Stock,51,3.77,235,60.26,False
29374,340,34,67.68,67.68,0.0,In Stock,378,4.15,3859,87.73,False
29375,340,35,65.35,65.35,0.0,Pre-Order,16,3.93,5062,102.26,False
29376,340,36,55.39,55.39,0.0,In Stock,475,3.61,2912,29.75,False
29377,340,37,53.85,53.85,0.0,In Stock,369,3.77,3253,80.48,False
29378,340,38,57.81,57.81,0.0,Pre-Order,11,3.83,1466,129.24,False
29379,340,39,46.7,60.3,22.55,In Stock,108,4.11,1743,11.8,True
29380,340,40,66.13,66.13,0.0,Pre-Order,11,3.91,1080,133.7,False
29381,340,41,67.02,67.02,0.0,In Stock,132,4.24,4806,72.19,False
29382,340,42,51.42,66.78,22.99,Low Stock,4,3.72,2723,46.03,True
29383,340,43,65.11,65.11,0.0,In Stock,112,3.9,5992,39.43,False
29384,340,44,64.13,64.13,0.0,In Stock,26,4.13,2628,135.36,False
29385,340,45,65.76,65.76,0.0,In Stock,247,3.69,6818,120.34,False
29386,340,46,58.78,58.78,0.0,In Stock,261,4.06,701,82.26,False
29387,340,47,66.09,66.09,0.0,In Stock,78,3.62,3550,100.93,False
29388,340,48,63.62,63.62,0.0,In Stock,454,3.99,4436,126.55,False
29389,340,49,60.52,60.52,0.0,In Stock,148,3.95,790,76.59,False
29390,340,50,56.63,56.63,0.0,In Stock,44,3.99,4203,128.5,False
29391,340,51,62.19,62.19,0.0,In Stock,220,4.23,5204,100.87,False
29392,340,52,67.33,67.33,0.0,In Stock,21,3.96,4801,104.79,False
29393,340,53,60.09,60.09,0.0,Out of Stock,17,3.78,3290,27.23,False
29394,340,54,70.52,70.52,0.0,In Stock,177,4.3,3504,28.83,False
29395,340,55,65.24,65.24,0.0,In Stock,78,4.25,5281,126.09,False
29396,340,56,59.55,59.55,0.0,In Stock,66,4.22,7977,51.67,False
29397,340,57,65.42,65.42,0.0,Low Stock,5,4.23,7878,56.89,False
29398,340,58,61.22,61.22,0.0,Out of Stock,7,3.82,7326,146.22,False
29399,340,59,65.17,65.17,0.0,In Stock,22,4.11,1087,30.19,False
29400,340,60,69.48,69.48,0.0,Low Stock,13,3.88,5712,149.67,False
29401,340,61,60.0,60.0,0.0,In Stock,439,4.17,981,109.27,False
29402,340,62,65.25,65.25,0.0,Pre-Order,3,4.02,7385,117.97,False
29403,340,63,68.04,68.04,0.0,Low Stock,8,4.16,3515,109.75,False
29404,340,64,54.87,54.87,0.0,In Stock,386,4.02,4089,47.55,False
29405,340,65,50.79,50.79,0.0,In Stock,498,3.88,200,94.69,False
29406,340,66,62.59,62.59,0.0,In Stock,450,3.76,3984,13.26,False
29407,340,67,41.7,64.74,35.59,Low Stock,20,3.68,218,18.19,True
29408,340,68,60.69,60.69,0.0,In Stock,166,3.85,260,36.93,False
29409,340,69,43.92,56.84,22.73,In Stock,45,3.91,5223,90.02,True
29410,340,70,66.19,66.19,0.0,In Stock,79,3.92,4879,118.99,False
29411,340,71,59.42,59.42,0.0,In Stock,38,3.85,4022,88.93,False
29412,340,72,56.54,56.54,0.0,In Stock,447,4.29,1516,101.07,False
29413,340,73,64.68,64.68,0.0,In Stock,455,4.27,5059,104.66,False
29414,340,74,55.38,55.38,0.0,In Stock,186,4.26,1288,34.1,False
29415,340,75,57.9,57.9,0.0,In Stock,206,3.99,4089,126.93,False
29416,340,76,63.68,63.68,0.0,In Stock,129,3.97,7222,139.05,False
29417,340,77,66.09,66.09,0.0,In Stock,142,3.72,5504,83.64,False
29418,340,78,56.86,56.86,0.0,In Stock,160,3.8,823,71.62,False
29419,340,79,60.51,60.51,0.0,In Stock,119,3.8,7156,17.39,False
29420,340,80,59.25,59.25,0.0,In Stock,367,4.23,2217,146.29,False
29421,340,81,63.66,63.66,0.0,In Stock,57,3.63,7503,93.15,False
29422,340,82,47.82,59.05,19.02,In Stock,365,3.78,1251,37.52,False
29423,340,83,65.47,65.47,0.0,Low Stock,6,4.06,3964,89.92,False
29424,340,84,62.82,62.82,0.0,Out of Stock,20,3.99,248,74.85,False
29425,340,85,54.73,54.73,0.0,In Stock,499,4.09,7664,76.35,False
29426,340,86,52.35,52.35,0.0,In Stock,58,4.07,663,83.83,False
29427,340,87,60.62,60.62,0.0,In Stock,227,3.63,5350,142.06,False
29428,340,88,66.0,66.0,0.0,In Stock,330,4.06,5853,54.13,False
29429,340,89,61.09,61.09,0.0,In Stock,325,4.06,3236,105.06,False
29430,340,90,65.51,65.51,0.0,In Stock,247,3.72,6002,32.1,False
29431,341,1,57.9,57.9,0.0,In Stock,182,4.11,7818,68.47,False
29432,341,2,47.35,47.35,0.0,In Stock,155,4.05,6672,64.39,False
29433,341,3,55.05,55.05,0.0,In Stock,202,3.7,3413,128.77,False
29434,341,4,58.61,58.61,0.0,In Stock,358,3.62,7919,27.83,False
29435,341,5,30.88,54.93,43.78,In Stock,444,4.14,4589,133.37,True
29436,341,6,35.16,52.38,32.88,In Stock,449,3.94,1468,80.72,True
29437,341,7,50.05,50.05,0.0,In Stock,365,4.2,469,95.9,False
29438,341,8,46.07,46.07,0.0,In Stock,151,3.99,3264,6.56,False
29439,341,9,48.12,48.12,0.0,In Stock,438,3.65,3768,115.09,False
29440,341,10,49.28,49.28,0.0,In Stock,495,3.66,7215,72.03,False
29441,341,11,51.98,51.98,0.0,In Stock,430,3.98,2360,20.31,False
29442,341,12,55.4,55.4,0.0,In Stock,463,3.9,7733,41.96,False
29443,341,13,58.98,58.98,0.0,Low Stock,10,4.15,2704,85.48,False
29444,341,14,56.91,56.91,0.0,In Stock,141,4.03,5543,37.27,False
29445,341,15,49.65,49.65,0.0,Out of Stock,2,3.65,4400,128.28,False
29446,341,16,55.79,55.79,0.0,In Stock,221,4.18,7492,16.18,False
29447,341,17,32.59,52.78,38.26,Low Stock,1,4.25,2411,85.17,True
29448,341,18,59.68,59.68,0.0,In Stock,28,4.29,5925,120.69,False
29449,341,19,59.8,59.8,0.0,In Stock,82,4.24,1535,112.71,False
29450,341,20,40.38,57.18,29.38,In Stock,418,4.21,1523,138.65,True
29451,341,21,53.56,53.56,0.0,In Stock,330,3.93,4495,97.42,False
29452,341,22,46.54,46.54,0.0,In Stock,296,3.86,1126,121.28,False
29453,341,23,54.85,54.85,0.0,In Stock,105,3.61,488,54.57,False
29454,341,24,55.11,55.11,0.0,In Stock,299,3.65,2297,71.95,False
29455,341,25,51.45,51.45,0.0,In Stock,228,4.1,6523,82.72,False
29456,341,26,53.49,53.49,0.0,In Stock,408,3.65,998,71.03,False
29457,341,27,31.19,53.65,41.87,In Stock,354,3.69,3314,51.8,True
29458,341,28,56.02,56.02,0.0,Low Stock,10,3.79,722,36.11,False
29459,341,29,51.96,51.96,0.0,In Stock,400,3.72,1282,62.61,False
29460,341,30,53.3,53.3,0.0,Pre-Order,7,4.19,2921,58.01,False
29461,341,31,35.94,51.3,29.93,In Stock,207,3.82,2068,148.33,True
29462,341,32,56.47,56.47,0.0,In Stock,433,3.6,5945,103.24,False
29463,341,33,51.35,51.35,0.0,In Stock,400,4.21,7556,18.05,False
29464,341,34,48.75,48.75,0.0,Out of Stock,0,4.26,2960,98.59,False
29465,341,35,55.07,55.07,0.0,In Stock,268,4.12,1822,111.78,False
29466,341,36,50.58,50.58,0.0,In Stock,412,4.22,1906,43.25,False
29467,341,37,44.61,44.61,0.0,Low Stock,12,4.28,6238,56.26,False
29468,341,38,53.08,53.08,0.0,Low Stock,16,3.85,4385,111.05,False
29469,341,39,48.54,48.54,0.0,In Stock,273,4.12,6819,88.97,False
29470,341,40,34.24,47.68,28.19,In Stock,261,4.3,4782,38.82,True
29471,341,41,54.84,54.84,0.0,Pre-Order,5,4.08,5003,134.33,False
29472,341,42,53.53,53.53,0.0,Out of Stock,13,4.01,5579,140.88,False
29473,341,43,52.02,52.02,0.0,In Stock,90,4.02,6160,136.09,False
29474,341,44,52.96,52.96,0.0,Low Stock,7,3.75,7137,103.79,False
29475,341,45,54.06,54.06,0.0,In Stock,350,4.21,2508,112.89,False
29476,341,46,29.87,50.4,40.73,Low Stock,11,3.93,7243,77.71,True
29477,341,47,49.29,49.29,0.0,In Stock,470,4.07,3596,50.33,False
29478,341,48,52.53,52.53,0.0,In Stock,161,4.19,5734,134.16,False
29479,341,49,49.06,49.06,0.0,In Stock,181,3.82,296,112.45,False
29480,341,50,35.59,48.24,26.23,In Stock,188,3.82,5499,37.88,True
29481,341,51,54.21,54.21,0.0,Pre-Order,2,4.25,1370,102.2,False
29482,341,52,49.84,49.84,0.0,In Stock,360,4.12,1127,15.66,False
29483,341,53,50.58,50.58,0.0,Low Stock,13,4.03,6581,72.85,False
29484,341,54,54.85,54.85,0.0,In Stock,312,4.13,3065,27.7,False
29485,341,55,32.47,48.37,32.86,In Stock,452,4.1,6001,143.34,True
29486,341,56,55.64,55.64,0.0,In Stock,93,3.75,3508,116.31,False
29487,341,57,47.08,47.08,0.0,In Stock,233,4.22,3955,112.2,False
29488,341,58,51.57,51.57,0.0,In Stock,261,3.66,1504,87.82,False
29489,341,59,51.43,51.43,0.0,Low Stock,16,4.14,6990,67.01,False
29490,341,60,54.36,54.36,0.0,In Stock,477,4.17,7376,8.89,False
29491,341,61,53.2,53.2,0.0,Low Stock,12,4.22,2703,41.65,False
29492,341,62,56.88,56.88,0.0,In Stock,479,3.93,1872,148.09,False
29493,341,63,59.15,59.15,0.0,Low Stock,3,3.83,1527,21.33,False
29494,341,64,49.01,49.01,0.0,In Stock,437,4.24,2389,34.82,False
29495,341,65,48.03,48.03,0.0,In Stock,299,3.6,302,148.38,False
29496,341,66,36.08,45.44,20.59,In Stock,149,4.03,5715,42.15,True
29497,341,67,29.48,46.31,36.34,In Stock,221,3.85,211,104.74,True
29498,341,68,48.74,48.74,0.0,Out of Stock,9,3.62,6879,19.46,False
29499,341,69,51.95,51.95,0.0,Pre-Order,17,3.76,3798,144.65,False
29500,341,70,48.13,48.13,0.0,In Stock,342,3.66,4348,106.53,False
29501,341,71,49.21,49.21,0.0,In Stock,240,3.85,5622,40.94,False
29502,341,72,46.18,46.18,0.0,Low Stock,16,4.23,5230,11.96,False
29503,341,73,48.13,48.13,0.0,In Stock,142,3.7,4190,142.53,False
29504,341,74,50.6,50.6,0.0,Low Stock,0,3.81,3883,41.36,False
29505,341,75,53.73,53.73,0.0,Out of Stock,3,4.11,6736,10.7,False
29506,341,76,54.86,54.86,0.0,In Stock,373,4.09,7627,114.57,False
29507,341,77,50.38,50.38,0.0,In Stock,84,3.81,4578,142.54,False
29508,341,78,27.28,43.8,37.73,In Stock,180,3.65,4340,70.65,True
29509,341,79,47.45,47.45,0.0,In Stock,350,4.13,4109,118.04,False
29510,341,80,52.67,52.67,0.0,Pre-Order,9,4.03,5706,24.15,False
29511,341,81,44.28,54.24,18.36,In Stock,177,3.77,5146,79.97,False
29512,341,82,51.18,51.18,0.0,In Stock,50,4.03,4323,91.64,False
29513,341,83,35.25,49.91,29.36,Pre-Order,17,3.84,3899,43.09,True
29514,341,84,48.15,48.15,0.0,In Stock,287,3.73,3714,101.58,False
29515,341,85,46.44,46.44,0.0,Out of Stock,8,4.06,1686,29.51,False
29516,341,86,49.82,49.82,0.0,In Stock,239,3.7,4635,89.53,False
29517,341,87,51.43,51.43,0.0,Low Stock,3,4.09,5897,126.07,False
29518,341,88,47.46,47.46,0.0,In Stock,362,4.09,221,37.36,False
29519,341,89,35.21,51.56,31.71,In Stock,250,3.65,526,119.16,True
29520,341,90,46.09,46.09,0.0,Out of Stock,20,4.23,4570,65.05,False
29521,342,1,38.45,38.45,0.0,In Stock,162,3.75,112,124.69,False
29522,342,2,25.67,35.93,28.55,In Stock,341,3.97,1697,20.86,True
29523,342,3,41.49,41.49,0.0,In Stock,207,3.72,4860,48.69,False
29524,342,4,44.58,44.58,0.0,In Stock,220,3.83,6762,135.17,False
29525,342,5,42.29,42.29,0.0,In Stock,278,4.14,5434,24.85,False
29526,342,6,46.47,46.47,0.0,In Stock,122,3.78,4628,19.81,False
29527,342,7,45.21,45.21,0.0,In Stock,82,3.91,988,33.82,False
29528,342,8,41.21,41.21,0.0,In Stock,491,3.97,493,128.88,False
29529,342,9,36.62,36.62,0.0,Low Stock,14,4.07,7389,40.74,False
29530,342,10,41.96,41.96,0.0,In Stock,409,3.8,1880,45.24,False
29531,342,11,39.48,39.48,0.0,Out of Stock,0,3.76,3562,114.29,False
29532,342,12,36.88,43.77,15.73,Low Stock,5,4.09,5846,26.77,False
29533,342,13,47.34,47.34,0.0,In Stock,32,3.81,7353,131.21,False
29534,342,14,45.26,45.26,0.0,Low Stock,7,3.74,1872,129.12,False
29535,342,15,43.2,43.2,0.0,In Stock,444,4.09,6715,40.46,False
29536,342,16,40.99,40.99,0.0,Low Stock,4,3.7,4193,61.18,False
29537,342,17,39.2,39.2,0.0,Out of Stock,18,4.01,7200,55.0,False
29538,342,18,31.14,47.47,34.4,In Stock,190,4.25,6986,105.41,True
